Id,PostTypeId,Title,Body,Score,ViewCount,Tags
"19859486","1","Un-commit last un-pushed git commit without losing the changes","<p>Is there a way to revert a commit so that my local copy <em>keeps</em> the changes made in that commit, but they become non-committed changes in my working copy? Rolling back a commit takes you to the previous commit - I want to keep the changes made but I committed them to the wrong branch.</p>

<p>edit: Should have mentioned this has not been pushed, only committed.</p>
","79","25409","<git>"
"2993902","1","How do I check the date and time of the latest `git pull` that was executed?","<p>How do I check the date and time of the latest <code>git pull</code> that was executed? I frequently need to know when the code changed on a server when something goes wrong.</p>
","38","14310","<git>"
"1064361","1","Unable to show a Git tree in terminal","<p><a href=""http://killswitchcollective.com/articles/36_git_it_got_it_good"">Killswitchcollective.com's old article, 30 June 2009</a>, has the following inputs and outputs</p>

<pre><code>git co master
git merge [your_branch]
git push

upstream    A-B-C-D-E            A-B-C-D-E-F-G
                 \        ----&gt;               \
your branch       C-D-E                        G
</code></pre>

<p>I am interested how you get the tree like-view of commits in your terminal without using Gitk or Gitx in OS/X.</p>

<p><strong>How can you get the tree-like view of commits in terminal?</strong></p>
","206","121609","<git><terminal><tree><console><revision-history>"
"1064499","1","How to get a list of all Git tags?","<p>The tags have been created with commands like:</p>

<pre><code>git tag v1.0.0 -m 'finally a stable release'
git tag v2.0.0 -m 'oops, there was still a major bug!'
</code></pre>

<p>How to list all tags?</p>
","128","113261","<git><tags>"
"771897","1","Selectively revert or checkout changes to a file in Git?","<p>Is there a command that allows you to partially undo the changes to a file (or files) in the working directory?</p>

<p>Suppose you have edited a file a lot but you realize that you want to undo some of the changes back to the committed state, but not the other changes.</p>

<p>I'm envisioning an option for <code>git checkout</code> that works a lot like <code>git add -p</code>, i.e. it goes through the file hunk by hunk and asks if you want to keep it or not.</p>
","66","26413","<git>"
"2411031","1","How do I clone into a non-empty directory?","<p>I have directory A with files matching directory B. Directory A may have other needed files. Directory B is a git repo.</p>

<p>I want to clone directory B to directory A but git-clone won't allow me to since the directory is non-empty.</p>

<p>I was hoping it would just clone .git and since all the files match I could go from there?</p>

<p>I can't clone into an empty directory because I have files in directory A that are not in directory B and I want to keep them.</p>

<p>Copying .git is not an option since I want refs to push/pull with and I don't want to set them up manually.</p>

<p>Is there any way to do this?</p>

<p>Update: I think this works, can anyone see any problems? --></p>

<pre><code>cd a
git clone --no-hardlinks --no-checkout ../b a.tmp 
mv a.tmp/.git .
rm -rf a.tmp
git unstage # apparently git thinks all the files are deleted if you don't do this
</code></pre>
","260","106151","<git>"
"10002239","1","Difference between git checkout --track origin/branch and git checkout -b branch origin/branch","<p>Does anybody know the difference between these two commands to switch and track a remote branch?</p>

<pre><code>git checkout -b branch origin/branch
git checkout --track origin/branch
</code></pre>

<p>I think both keep track of the remote branch so I can push my changes to the branch on origin, right?</p>

<p>Is there any practical differences??</p>

<p>Thanks!</p>
","68","31341","<git><branch><checkout><git-branch>"
"7624790","1","What is the git equivalent of of hg outgoing (hg out) or hg incoming (hg in)?","<blockquote>
  <p><strong>Possible Duplicate:</strong><br>
  <a href=""http://stackoverflow.com/questions/1331385/how-can-i-see-incoming-commits-in-git"">How can I see incoming commits in git?</a>  </p>
</blockquote>



<p>What is the git equivalent of of ""hg outgoing"" or ""hg incoming""?</p>

<p>In Mercurial, <code>hg outgoing</code> lists the changesets that are newer than what's on the server and will be sent if I were to do <code>hg push</code>. Same in reverse for <code>hg incoming</code> and <code>hg pull</code>.</p>
","70","15947","<git><mercurial>"
"7650797","1","Stashing only un-staged changes in Git","<p>I'd like to do the following work flow:</p>

<ol>
<li>Add changes to the stage. </li>
<li>Stash all the other changes that were not staged. </li>
<li>Do some stuff with the things in stage (i.e. build, run tests, etc)</li>
<li>Apply the stash. </li>
</ol>

<p>Is there a way to do step 2?</p>

<p>Example</p>

<pre><code> echo ""123"" &gt; foo
 git add foo # Assumes this is a git directory
 echo ""456"" &gt;&gt; foo
 git stash
 cat foo # Should yield 123
</code></pre>
","64","15658","<git><git-stash>"
"821895","1","Exclude .svn folders within git","<p>I'm trying to exclude subversion's folders from being tracked by git. I tried a couple different setups for .git/info/exclude, but it doesn't seem to work. I would use git-svn, but it's a pain to request access to get that to work, so I'd rather just work around this by excluding the folders.</p>

<p>I want to exclude "".svn/entries""</p>

<p>I've tried adding the following lines to .git/info/exlude:
.svn
entries
.svn/entries
<em>entries</em>
<em>svn</em></p>

<p>No matter what I try, .svn entries shows up when I run git status</p>
","61","29615","<svn><git>"
"822811","1","Showing which files have changed between two revisions","<p>I want to merge two branches that have been separated for a while and wanted to know which files have been modified.</p>

<p>Came across this link: <a href=""http://linux.yyz.us/git-howto.html"">http://linux.yyz.us/git-howto.html</a> which was quite useful.</p>

<p>The tools to compare branches I've come across are:</p>

<ul>
<li><code>git diff master..branch</code></li>
<li><code>git log master..branch</code></li>
<li><code>git shortlog master..branch</code></li>
</ul>

<p>Was wondering if there's something like ""git status master..branch"" to only see those files that are different between the two branches.</p>

<p>Without creating a new tool, I think this is the closest you can get to do that now (which of course will show repeats if a file was modified more than once):</p>

<ul>
<li><code>git diff master..branch | grep ""^diff""</code></li>
</ul>

<p>Was wondering if there's something I missed...</p>
","1329","418314","<git><branch><git-branch><git-diff>"
"866218","1","Git: How to rebase many branches (with the same base commit) at once?","<p>I have a master branch in my project, that I use to pull changes from other people. From that, I usually have several topic branches on which I'm currently working.</p>

<p>My question is: Is there a way for me to pull new changes into my master and then rebase ALL of my topic branches onto that at once?</p>

<p>This is the situation:</p>

<pre><code>        D--E topic1
       /
A--B--C  master
       \
        F--G topic2
</code></pre>

<p>And I want to accomplish this with one single command (H came from upstream) :</p>

<pre>
               D'--E' topic1
              /
    A--B--C--H  master
              \
               F'--G' topic2
</pre>

<p>Now, I know I can accomplish this by rebasing topic1 and topic2 onto master, and I could even write a script to automate this. But what if I have several other branches, create new ones and delete others frequently and I receive upstream changes all the time?</p>

<p>This operation (several rebases), when done by hand, is both tiring and error-prone.</p>

<p>Is there an easier way?</p>

<p>Thanks!</p>
","44","8790","<git><rebase><git-rebase>"
